iter,LB,UB,gap,master_time,sub_time,total_time
1,-7.49979988e8,1.028964e6,72986.90255441394,1.934483389,0.490001573,2.424485921859741
2,-3.6248819e7,1.028964e6,3622.8461831512086,1.9595160619999998,0.495103242,2.556166887283325
3,831122.7342805184,880594.082056576,5.617951424397518,2.044578207,0.544482165,2.6924469470977783
4,866014.6304027224,880594.082056576,1.655638159616538,2.587037888,0.5668108550000001,3.2839510440826416
5,873790.5944055947,875768.6513144035,0.22586523345406168,2.989905742,0.5994656760000001,3.737581968307495
6,875396.9412181472,875698.7266964195,0.03446224929558217,3.652876557,0.6306373190000001,4.450815916061401
7,875541.0562025926,875579.3068906346,0.004368614897702666,4.244290229,0.6619355980000001,5.092184066772461
8,875563.5121638261,875568.4297933236,0.0005616499327911798,4.665950915,0.6933937770000002,5.5642759799957275
9,875565.75982161,875566.0162413594,2.928616971289059e-5,4.929979525,0.7248428570000002,5.8793299198150635
10,875565.9282269629,875565.9306548545,2.7729397756183123e-7,5.018330566,0.7539316630000001,6.01888108253479
11,875565.9286803883,875565.9286803966,9.57312624552675e-13,5.299458982,0.7834974210000002,6.352041006088257
