iter,LB,UB,gap,master_time,sub_time,total_time
1,-7.49979901e8,1.028543e6,73016.72793456375,1.982827515,0.316950425,2.2997782230377197
2,-3.8322049e7,1.028543e6,3825.857742457048,2.007734825,0.339154044,2.4486870765686035
3,828643.88276842,879793.6845473463,5.813840526173229,2.072688353,0.389682466,2.566061019897461
4,862637.2678521298,878204.6833188437,1.772640907343237,2.6205580200000003,0.413771308,3.17102313041687
5,871368.2508136267,873496.6774009647,0.24366739363805928,3.057696903,0.449147714,3.6631741523742676
6,873013.245654413,873325.8432368434,0.035793923293481474,3.756368255,0.48260792799999996,4.4163830280303955
7,873162.758701878,873213.2811955833,0.005785813705913366,4.293272708,0.516313373,5.007264137268066
8,873189.5761919251,873193.1144095547,0.0004052044812616021,4.71273963,0.549477429,5.480410099029541
9,873191.3773397073,873191.9100502875,6.100727389063584e-5,4.987282034,0.58314822,5.809798002243042
10,873191.4667250075,873191.4874998209,2.379181848004533e-6,5.067231862,0.613439859,5.94378399848938
11,873191.4683024269,873191.4683024272,3.999649311276186e-14,5.147339651,0.643615896,6.078333139419556
