iter,LB,UB,gap,master_time,sub_time,total_time
1,-7.499998e8,990921.0,75787.14357653134,2.135906791,0.334419142,2.4703269004821777
2,-4.2573567e7,861829.0,5039.9088450261015,2.144825442,0.339789209,2.5811240673065186
3,753799.1303260798,774058.8874809868,2.6173405515487507,2.198626328,0.362805443,2.6598129272460938
4,757363.7287717845,764214.8271848728,0.8964885486880243,3.108365772,0.370363605,3.5855329036712646
5,761100.8545120513,763356.6818751881,0.2955141962726205,4.173972203,0.380031204,4.665653944015503
6,762389.1424454066,762824.541791138,0.05707725982557276,5.270228017,0.387006361,5.773015022277832
7,762594.9919823004,762675.6527096846,0.010576019713960211,6.29610263,0.394007537,6.810304880142212
8,762631.2262751783,762642.7103664508,0.0015058284982570045,7.002108626,0.40104025600000004,7.531807899475098
9,762636.8791741377,762637.359114768,6.293169676605e-5,7.34615083,0.40731453200000006,7.886819839477539
10,762637.0317974008,762637.0365000902,6.166353237375203e-7,7.469488807,0.41754431700000005,8.024564981460571
11,762637.0323257002,762637.0323257002,0.0,7.499498588000001,0.42387758600000003,8.065187931060791
