iter,LB,UB,gap,master_time,sub_time,total_time
1,-7.49979998e8,1.018182e6,73758.7366502256,3.321377718,9.960725073,13.282106876373291
2,-3.3787299e7,1.018182e6,3418.3948449294917,3.3545401,20.575174644,24.304579973220825
3,831875.1522949301,881758.4234561762,5.657249177810132,3.429694832,75.243183309,79.04885697364807
4,872450.5306763628,877018.5133761961,0.5208536228326931,5.432698568999999,201.525796828,207.4224338531494
5,875020.1384117152,875746.8641584784,0.08298353970831657,7.617977502,312.623675736,320.8212218284607
6,875401.6044896077,875664.1902102133,0.029987034246830333,9.575256332999999,441.757887477,452.045795917511
7,875444.559045928,875660.8694224823,0.024702528582445368,10.659380376999998,527.340874614,538.7890639305115
8,875484.3434853299,875660.8694224823,0.020159167015064535,11.728212823999998,603.843320145,616.3858659267426
9,875541.875981513,875660.8694224823,0.013588986915432259,15.135251855999998,722.027840642,737.998831987381
10,875637.9686350826,875660.8694224823,0.0026152575956529932,17.431370722999997,809.173066398,827.4876358509064
11,875669.0246787169,875660.8694224823,-0.0009313258727609507,18.673526193999997,944.9202258649999,964.4965648651123
