iter,LB,UB,gap,master_time,sub_time,total_time
1,-7.49997991e8,1.010453e6,74323.93629391966,2.019236126,0.31851158,2.3377490043640137
2,-4.8356819e7,1.010453e6,4885.657422957822,2.035454627,0.34035616700000004,2.477527141571045
3,767347.1087578323,800227.5818434785,4.108890249683679,2.085685415,0.37536597400000005,2.564624071121216
4,779229.5873480446,791451.3004917772,1.5442154351301882,2.894789281,0.387562049,3.399625062942505
5,788344.5379011311,790578.3139660322,0.28254962543750256,4.087514033,0.403703486,4.62509298324585
6,789382.1360767585,789761.1917780673,0.047996243073853986,4.671237897999999,0.419643376,5.232783079147339
7,789608.367261484,789673.4958897484,0.00824753883768529,5.408054793999999,0.434760107,5.99701714515686
8,789642.8655360105,789651.1157886059,0.0010447971807352962,5.912097440999999,0.453808476,6.528277158737183
9,789647.0681517753,789647.7588103047,8.746412836605004e-5,6.1989569389999994,0.469776211,6.839461088180542
10,789647.2353195527,789647.4798940511,3.0972618112832586e-5,6.3726608119999995,0.488792873,7.040794134140015
11,789647.2551856823,789647.2694725721,1.8092748956871644e-6,6.547511420999999,0.504384311,7.239466190338135
12,789647.2571450041,789647.2571450039,-2.948539889768966e-14,6.59773699,0.524444468,7.3189311027526855
