iter,LB,UB,gap,master_time,sub_time,total_time
1,-4.99998e8,660932.0,75750.44512899965,1.832366477,0.296868602,2.1292359828948975
2,-1.7652727e7,660932.0,2770.883994117398,1.839783626,0.29940706899999997,2.204587936401367
3,516166.60259845934,538991.2405408559,4.234695524827633,1.86520135,0.32392611699999996,2.2557780742645264
4,526081.9391800817,534271.0472094321,1.5327628311740256,2.275164713,0.329736424,2.678399085998535
5,531864.7109744679,533380.9631359397,0.28427189312441153,2.860717518,0.336369861,3.2748050689697266
6,532534.8212490056,532833.4970321682,0.05605424299076221,3.0405043099999998,0.342939611,3.465930938720703
7,532703.5308739471,532772.826858777,0.013006666507085358,3.297061006,0.351068344,3.747654914855957
8,532732.021881721,532740.7807926089,0.0016441224707526994,3.509356659,0.358239594,3.972717046737671
9,532735.3698052694,532736.417531533,0.00019666878951059584,3.6113504699999996,0.36514498,4.0867040157318115
10,532735.661485495,532735.826882072,3.104664049875166e-5,3.6932729699999998,0.377982025,4.186505079269409
11,532735.6909564992,532735.7147888896,4.473586015075576e-6,3.7765852109999996,0.385620892,4.282665967941284
12,532735.6923125895,532735.6923125895,0.0,3.8041081729999995,0.392740587,4.322573900222778
