iter,LB,UB,gap,master_time,sub_time,total_time
1,-7.499998e8,990921.0,75787.14357653134,3.434169379,0.577412921,4.011584997177124
2,-4.2573567e7,861829.0,5039.9088450261015,3.4467703910000003,0.596183798,4.202039957046509
3,753799.1303260798,774058.8874809868,2.6173405515487507,3.5203181850000003,0.613638505,4.295632839202881
4,757363.7287717845,764214.8271848728,0.8964885486880243,4.7010491750000005,0.635411168,5.5083417892456055
5,761100.8545120516,763356.681875188,0.2955141962725748,6.454960301000001,0.644078658,7.276894807815552
6,762389.1424454068,762824.541791138,0.057077259825557496,8.373532192,0.652771757,9.20962381362915
7,762594.9919823002,762675.6527096846,0.01057601971399074,10.130569367000001,0.666962093,10.986738920211792
8,762630.9866460111,762643.2951822457,0.0016139309572771202,11.051729207000001,0.675509798,11.922118902206421
9,762636.7742305371,762638.1554114439,0.00018110566550916566,11.481525407000001,0.684078923,12.366060972213745
10,762637.010552086,762637.1054856521,1.2448065452415445e-5,11.652535164000001,0.6987647029999999,12.557523012161255
11,762637.0323257002,762637.0323257002,0.0,11.826312886000002,0.7075319109999999,12.745648860931396
