iter,LB,UB,gap,master_time,sub_time,total_time
1,-4.999998e8,668434.0,74901.67077078664,3.028541557,0.532233421,3.560776948928833
2,-2.0903167e7,575755.0,3730.5662999018678,3.03466109,0.535090205,3.6827399730682373
3,503386.5800178794,518101.3836376014,2.8401398036054366,3.075659594,0.544863473,3.7354249954223633
4,506616.3205885997,511232.94708639034,0.903037749053855,3.459374404,0.567194878,4.147220849990845
5,509472.5912387684,510909.38093254174,0.281222022416344,4.362761241,0.571668098,5.0586419105529785
6,510243.1766171225,510495.8946180406,0.04950441395952648,4.800199034,0.576233471,5.5037758350372314
7,510360.9579329557,510403.6662644548,0.008367559702626766,5.1405971820000005,0.580770561,5.852108001708984
8,510379.1431240455,510385.007219614,0.001148955295616478,5.285822577,0.585092236,6.005007028579712
9,510381.98601083015,510383.7770961351,0.0003509291214379356,5.386237354,0.5893262450000001,6.112934827804565
10,510382.5974252806,510382.6197497257,4.374060599144739e-6,5.463523504,0.6106598990000001,6.214850902557373
11,510382.6053499024,510382.6053499024,0.0,5.48484749,0.615259698,6.2440478801727295
