iter,LB,UB,gap,master_time,sub_time,total_time
1,-7.49979998e8,1.018182e6,73758.7366502256,2.125537134,0.343038857,2.4685771465301514
2,-3.3787299e7,1.018182e6,3418.3948449294917,2.148448063,0.348596453,2.595386028289795
3,831871.0082280339,881754.648995187,5.657315311464313,2.200752978,0.39709582899999996,2.6983730792999268
4,865880.6347820086,879728.6868629807,1.5741276018124184,2.672208497,0.42553341199999994,3.221912145614624
5,874032.8777892862,875796.9390628099,0.20142354863804893,3.1296789990000002,0.45891599299999997,3.730067014694214
6,875471.3987618778,875723.4226269424,0.028778933913700747,3.757232237,0.49188614199999997,4.411059141159058
7,875603.3295823813,875633.2878932178,0.003421330738640651,4.222990906000001,0.524930625,4.929924011230469
8,875623.8093236429,875625.6133786944,0.00020603041116713233,4.556159379,0.554507448,5.316066026687622
9,875624.6138970446,875624.9750915825,4.124991271688711e-5,4.808034343,0.5886117879999999,5.625923156738281
10,875624.6740122214,875624.691092476,1.950636476300238e-6,4.8881666720000005,0.6231488379999999,5.760848045349121
11,875624.6741566827,875624.6741566836,1.0636093318320863e-13,4.964040497000001,0.6565747789999998,5.890588045120239
