iter,LB,UB,gap,master_time,sub_time,total_time
1,-4.999998e8,669973.0,74729.84329219237,1.662112192,0.317019654,1.979132890701294
2,-2.014734e7,575968.0,3597.996416467581,1.6667970779999999,0.319561339,2.050567865371704
3,503266.42651763104,519427.7752654122,3.111375540039837,1.693491055,0.327345893,2.08626389503479
4,506341.5945823729,512001.01861583535,1.105354057451358,2.178746056,0.331154333,2.5799238681793213
5,509305.32188886934,511141.8951093468,0.3593079021794032,2.818462909,0.33424203100000005,3.2253589630126953
6,510371.131798009,510806.6153368933,0.08525409143284196,3.233420952,0.33755123400000003,3.645944833755493
7,510553.53541330795,510632.95770814136,0.015553695395979736,3.53919228,0.341520951,3.9583449363708496
8,510585.0642094239,510599.8352151496,0.00289287318698348,3.732680774,0.345319374,4.15858793258667
9,510588.6585913176,510589.70491257426,0.00020492408025490119,3.825461486,0.538363701,4.4472339153289795
10,510588.95798811,510589.16275247297,4.010354662536152e-5,3.888189022,0.541802628,4.515836000442505
11,510588.96603526076,510588.96603526076,0.0,3.9505942640000002,0.545169907,4.584368944168091
