iter,LB,UB,gap,master_time,sub_time,total_time
1,-7.49979998e8,1.018182e6,73758.7366502256,1.943063764,0.342652297,2.2857182025909424
2,-3.3787299e7,1.018182e6,3418.3948449294917,1.9675959319999998,0.347510265,2.4089951515197754
3,831871.0082280339,881754.6489951868,5.657315311464287,2.022251875,0.390388833,2.5080671310424805
4,865880.6347820087,879728.6868629807,1.5741276018124053,2.475976088,0.416539123,3.01006817817688
5,874032.8777892862,875796.9390628096,0.20142354863800913,2.904754346,0.447044366,3.484147071838379
6,875471.3987618777,875723.4226269448,0.02877893391399313,3.436162018,0.47739642000000004,4.063103199005127
7,875603.3295823777,875633.2878932192,0.0034213307392123296,3.856402175,0.5077462100000001,4.530503034591675
8,875623.8093236426,875625.613378694,0.00020603041115383735,4.208080932,0.5360570750000001,4.9299540519714355
9,875624.6138970448,875624.9750915826,4.1249912703591996e-5,4.463562494,0.5644263200000001,5.232994079589844
10,875624.6740122213,875624.6910924758,1.950636463005122e-6,4.522916935,0.5950520890000002,5.342146158218384
11,875624.6741566844,875624.6741566836,-9.306581653530755e-14,4.575684085,0.6255378650000002,5.442421197891235
