iter,LB,UB,gap,master_time,sub_time,total_time
1,-7.49998e8,1.00608e6,74646.55693384224,1.912590439,0.500571297,2.41316294670105
2,-4.5499597e7,1.00608e6,4622.4631242048345,1.9287039849999998,0.505677303,2.533421039581299
3,767405.9285684753,800619.1288778598,4.148439515295594,1.9818853699999999,0.537562757,2.6203789710998535
4,779902.6891629724,791949.2986107921,1.521133924728701,2.71865581,0.552647744,3.3856940269470215
5,789035.7939756474,791003.7094085142,0.24878713076305542,3.815188225,0.5666643530000001,4.503213882446289
6,789868.3592021365,790229.2199188466,0.04566532186030262,4.4249829,0.5822576880000001,5.137183904647827
7,790085.5915986277,790158.0799585956,0.009173906058345583,5.13313766,0.5951162890000001,5.866379022598267
8,790117.8254964056,790125.6502206122,0.0009903139082245655,5.549080413,0.6078101730000002,6.306993007659912
9,790121.4793960063,790122.5464615067,0.00013505063299360423,5.7798671090000004,0.6237138770000001,6.5620410442352295
10,790121.8575039208,790121.930831718,9.28056726067679e-6,5.933264776000001,0.6360215030000002,6.735893964767456
11,790121.8725266207,790121.8987082815,3.313622967769151e-6,6.096345640000001,0.6519005010000002,6.923095941543579
12,790121.8739998707,790121.8739998707,0.0,6.136978589000001,0.6639539110000002,6.983833074569702
