iter,LB,UB,gap,master_time,sub_time,total_time
1,-7.49979901e8,1.028543e6,73016.72793456375,3.367694254,0.611928083,3.9796268939971924
2,-3.8322049e7,1.028543e6,3825.857742457048,3.403889349,0.65716167,4.233819007873535
3,828643.88276842,879793.6845473462,5.813840526173217,3.498135026,0.732323077,4.406096935272217
4,862637.2678521296,878204.6833188429,1.7726409073431588,4.25618028,0.770595099,5.25311803817749
5,871368.2508136269,873496.6774009645,0.24366739363801934,4.83744222,0.818880379,5.911695957183838
6,873013.245654413,873325.8432368428,0.03579392329341484,5.7336515949999995,0.863264645,6.888791084289551
7,873162.7587018795,873213.2811955443,0.005785813701274147,6.561271476,0.9083882759999999,7.795351028442383
8,873189.5761919247,873193.1144095537,0.0004052044811816098,7.07990859,0.953397513,8.393662929534912
9,873191.3773397079,873191.910050286,6.1007273650657114e-5,7.442537454,0.9983201469999999,8.835875034332275
10,873191.4667250087,873191.4874998194,2.3791815413647636e-6,7.5318097999999996,1.043380319,9.00507402420044
11,873191.4683024271,873191.4683024273,2.6664328741841233e-14,7.618291211,1.088651075,9.172050952911377
