iter,LB,UB,gap,master_time,sub_time,total_time
1,-4.99998e8,660932.0,75750.44512899965,1.982770241,0.297191418,2.2799630165100098
2,-1.7652727e7,660932.0,2770.883994117398,1.9902531730000002,0.298725794,2.3666269779205322
3,516166.60259845934,538991.2405408559,4.234695524827633,2.01494767,0.308877803,2.402650833129883
4,526081.9391800817,534271.0472094321,1.5327628311740256,2.431905775,0.316262083,2.834359884262085
5,531864.7109744679,533380.9631359397,0.28427189312441153,3.022535065,0.334583899,3.4478259086608887
6,532534.8212490056,532833.4970321682,0.05605424299076221,3.203701018,0.34121179700000004,3.6403849124908447
7,532703.5308739471,532772.826858777,0.013006666507085358,3.46505657,0.348867878,3.9143059253692627
8,532732.021881721,532740.7807926089,0.0016441224707526994,3.6783335299999997,0.360898943,4.14565896987915
9,532735.3698052694,532736.417531533,0.00019666878951059584,3.7825243119999996,0.368378001,4.262284994125366
10,532735.661485495,532735.826882072,3.104664049875166e-5,3.8647614239999997,0.37554978,4.356780052185059
11,532735.6909564992,532735.7147888896,4.473586015075576e-6,3.9488727619999997,0.383046395,4.4534618854522705
12,532735.6923125895,532735.6923125895,0.0,3.977123355,0.390436842,4.49923300743103
