iter,LB,UB,gap,master_time,sub_time,total_time
1,-4.999998e8,664177.0,75381.1072951939,1.680254146,0.271319917,1.9515750408172607
2,-1.9941503e7,574616.0,3570.4051053225107,1.684872834,0.28766924000000005,2.0323429107666016
3,503440.9486009004,518980.6374804116,2.9942714153950942,1.7093046600000001,0.29368582400000004,2.0639259815216064
4,506247.3903293539,511254.889687228,0.979452609428841,2.022630673,0.29702329000000005,2.3845620155334473
5,509089.05344776204,510676.54326912126,0.31086014078438556,2.760918543,0.300312522,3.1287529468536377
6,509974.73957260884,510300.9574344228,0.06392656275897346,3.111305823,0.303656835,3.484853982925415
7,510113.49139402184,510163.71927590336,0.009845443723990278,3.3471372269999997,0.324986161,3.7445600032806396
8,510136.3655034621,510143.5203533507,0.0014025170570874732,3.5030721239999996,0.328846992,3.9074299335479736
9,510138.68066134525,510139.3239232281,0.00012609533369800765,3.5697838349999995,0.332240618,3.980849027633667
10,510139.035969692,510139.03596969205,1.141015621414347e-14,3.6291132499999996,0.335588381,4.046114921569824
