iter,LB,UB,gap,master_time,sub_time,total_time
1,-4.9999799e8,671783.0,74528.49699977522,1.771275816,0.28356988,2.054847002029419
2,-1.9467992e7,671783.0,2997.958418120137,1.77878824,0.317000725,2.158895969390869
3,515441.57911207294,540483.2049135143,4.633192220181647,1.8024623579999999,0.32826481999999996,2.1949968338012695
4,525910.505499567,534578.9614381549,1.6215482770342329,2.0950682009999997,0.334734632,2.5016098022460938
5,532584.9107483883,533934.89927477,0.2528376639578045,2.5685916239999997,0.34217154899999996,2.987046957015991
6,533153.8175455754,533483.1280661583,0.061728385258698185,2.8048466449999996,0.34882527099999994,3.4484739303588867
7,533311.2391990725,533359.4598930768,0.009040937234710725,3.0024786149999994,0.35627130799999995,3.65852689743042
8,533334.1843089439,533346.4155515316,0.002293301732425668,3.1293995959999994,0.363818993,3.7983648777008057
9,533338.1224955772,533339.6503080783,0.00028646145100665943,3.4038450399999993,0.370287253,4.084759950637817
10,533338.5705240284,533338.6580463863,1.64102782752856e-5,3.483751281999999,0.377012067,4.175972938537598
11,533338.574748347,533338.5753738942,1.1728893557046974e-7,3.5067152579999994,0.383572294,4.210470914840698
12,533338.5748547546,533338.5748547547,2.1827658323540252e-14,3.5274505189999994,0.393770819,4.246313810348511
